id_EXIST,tweet
101128,"@TonyFerBlan69 @namela7919 Según la teoría,equilibrarlas sería discriminación indirecta ya que en supuesta igualdad de condiciones tienen discriminación por razón de sexo.Mi opinión es que deberían ser dispares(hablamos genéticamente hablando),pero se han pasado porque quieren equilibrar el cuerpo --&gt;"
102069,@IsiTonny @OsoCojon Las mujeres de hoy en dia estan dificiles
103223,"¿Quién quiere sexting?Ando muy caliente, por 5 dólares pueden decirme y hacerme lo que quieran sin miedo, ando dispuesta a todo. Seré una buena putita para mis papis. Interesados Dm. Nada de engaños. No incluye fotos. (otro precio) https://t.co/JjIS31DUT2"
102083,"@FerOrjuela24 @CarlosOpina_ @PoliciaColombia Eso me resulta muy parecido a ese argumento de que las mujeres no deben usar minifalda para que no las violen, porque para unos desatados puede ser ""provocador""."
102506,Mujer al volante se le atraviesa al paso de motociclistahttps://t.co/QR3pWaGrtX https://t.co/5IQczdQhES
103471,"@hdemauleon Si a la primera dama, no primera dama, el Sr @lopezobrador_ le hizo eliminar un tuit en apoyo a UN DÍA SIN MUJERES, es obvio que no la deje usar cubrebocas. https://t.co/r4PjHnUc1h"
103303,"Sororidad es con mujeres que son piolas, con gente de mierda la verdad es que noup"
102004,"@SinEmbargoMX @alopiaspelagicu Y ahora a cuidar al marido mija, no sea que se lo devore una Lagartona https://t.co/nbDZ7q5VGN"
101345,"@ariel_RC76 @QueMiras_BA @ERAltamirano1 Era llamar a la vecina para que te tirará el cuerito. Estaba más ocupada que enfermera en pandemia. Doña Ángela se llamaba y hacía los fideos con agujero con un fierrito. Nunca se me ocurrió aprenderlos , materia pendiente."
100411,"Ustedes parecen adolescentes diciendo “alv Cassie, Mady es tu mejor amigaaaaa pues wtf” cuando en realidad NOS DEBERÍAMOS DE PREOCUPAR DE QUE CASSIE PUEDE SER VICTIMA DE FEMICIDIO Y QUE MADDY SE SALVÓ.  Ush su monógama toxina y el mito amor romántico lxs tiene bien ciegxs alv."
102117,"@coragamarnik @lidiambaran Típica expresión de un machista. ""las mujeres no deberían......"""
102062,"""—Sí, lo es. Las mujeres de hoy en día se suponen que quieren ser más que madres. Por el feminismo y todo eso""ES ENSERIO COLLEEN????"
101372,@diana_chq Entender a las mujeres&gt;&gt;&gt;&gt;&gt; tremenda pija
100879,"- Ana, por favor, comportarte como una señorita. + YO: https://t.co/fZCUEVkst5"
100248,"@germanayalaosor @jrodriguez_q @marioenelblog @OscarAMontoyaJ @AlvaroLeyva @aleltbd @lina_cuenta @Nan_Arboleda21 @RoyBarreras @lupachoguerra @Laura08127 @jaloso2020 @uribemonic @roures1 Lo irónico es que en su mayoría sean hombres quienes apoyan la criminalización de las mujeres frente al aborto. Claro,a las mujeres hay que castigarlas, juzgarlas y señalarlas siempre, como si no fuera suficiente tener que cargar con el peso de una violación."
103134,"Lograr cosas me hace darme cuenta de lo que soy capaz. Me amo soy súper inteligente, I mean soy una rubia tonta pero actually I'm really smart so fuck you"
101416,"Cómo me la genden con eso de que si me gustan las mujeres.Para esta sociedad si sos mujer, no tenes novio, no te ven con un hombre, no entras en el estereotipo de mujer ""femenina"", y haces cosas modo:boxeo, forja, tocas el bajo, jugas a la pelota, y estás llena de tatuajes"
101006,"me acuerdo de cuando dejaban pasar a los varones a los cursos y las chicas nos teníamos que quedar para que nos midan la pollera, cuando con +30° teníamos que ir a buzo a educación física porque solo los varones podían usar short, eso también es cultura de la violación"
101969,@amandamaria_fer @soytontayeso La mayoría de las mujeres dicen eso y entonces cuando un hombre se aparece en la casa para cambiarlas por dos chivas y un caballo de ponen bravas🙄
100845,Me acabo de sacar sangreHe llorado como una niña chica? SI He asustado a los de práctica? PUES PUEDE SERMe han tenido que agarrar 3 personas? PUES TAMBIÉN
100254,"Bueno por lo que vi, a las mujeres hay que presumirlas y darles atención perfecto anotado. Lo peor de todo es que nos gorrean igual"
101374,"Sorry pero JAMÁS voy a entender a las mujeres que se casan con hombres viejos con dinero 😐 se me hace un precio demasiado alto solo por ""comodidades"""
101380,"Medio año de relación y sigo sin entender a mi novia , como para entender a las mujeres."
102719,Prefiero ser la mala del cuento que ser la princesa que necesita un hombre 💅🏻
100871,Mi mamá: siéntate como una señoritaYo:#OhMyGod #OhMyGodAdele https://t.co/RSAVQpB2Pn
102497,"@malepichot JAJAJAJ mucho feminismo pero te falta descubrir el fubtol femenino, o mixto. El caño se celebra igual sin importar quién o a quién se lo hacen, es el fútbol no los hombres"
102920,Sale Paula Español de la secretaria de Comercio Interior y será liderada por un hombre.Patriarcado de Pie.
101156,"Actualmente en muchos lugares, las mujeres indígenas siguen resistiendo siglos de opresión, abarcando discriminación múltiple, debido a su género, su condición de indígena, por la precarización y que puede recrudecerse si son de la diversidad sexual y de género. 2/3 https://t.co/Ha6bXBMwfH"
102790,"los hombres y su violencia no están movilizados por el fem abolicionista (y q increíble que alguien pueda a llegar a pensarlo), sino por su odio. a las mujeres, y a todo lo q relacionen con la feminidad. te violentan si te reconocen como trans, pero también si te reconocen mujer"
102251,la cumbre del mansplaining uno de ade hablándome sobre programación sin tener ni puta idea a mi que estoy haciendo 1o de ing informática
102090,🚩🚩🚩 Que piense que las mujeres no deben enseñar en las iglesias🚩🚩🚩🚩
100162,leyendo los lyrics de all too well 10 minutos… y no me creo de ninguna forma que la taylor de 2011 escribiera “f*ck the patriarchy” A MÍ NO ME ENGAÑA
102084,"Sin movérsele el turbante.El nuevo responsable de las universidades afganas, licenciado en estudios religiosos, ha manifestado que las mujeres no deben volver a la universidad hasta que haya un “verdadero entorno islámico”, y que las escuelas son “centros de prostitución”."
101378,pq es tan difícil entender a las mujeres la concha d la gorra
103122,"A Pamela Anderson siempre se le ha puesto el papel de ""tonta"" encima. Y nos han hecho creer que era así. La industria del cine y su obsesión de ""atontizar"" (si, palabra inventada) a ciertas mujeres con cierto físico. ¿Es guapa, tiene mucho pecho y es rubia? Tonta seguro."
102617,"@insolado10 Hombre hijueputa = mujer obediente, entregada a la relación y amorosa.Hombre fiel y cariñoso = te quiero como amigo, te mereces una buena mujer, pero esa mujer no soy yo. Ojalá y la encuentres pronto. 🤣🤣"
100245,Rogando que mi bebé sea varón para enseñarle que a las mujeres hay que tratarlas como princesa
102044,"@RMGanchi Yo sigo esperando el estudio del porque el aborto femenino está aprobado por las feministas pero no el aborto masculino(que es básicamente que si un hombre no quiere hacerse cargo de un niño pues no se hace cargo en nada, ni dinero, ni tiempo ni nada) https://t.co/vOqbaQ35kw"
101376,"No puedo entender a las mujeres que lo justifican, por que la mujer tienen que quedarse 24/7 postergada cuidando al hijo de ambos y el hombre sale a hacer su vida sin ni una responsabilidad? Dejen de normalizar eso loc0, como van a ser tan marchistas??? https://t.co/sImeE9KoJm"
100249,…a las mujeres hay que tratarlas con delicadeza total…. Y hasta donde ellas dejen…. Ahi esta el truco.. https://t.co/J5PBGql1BO
102415,"@MEPH64 @Mzavalagc Rascuache…Que respuesta tan más incivilizada y poco inteligente la de usted.La transparenta de pies a cabeza, saludos señora, para mí usted merece respeto por ser mujer y señora de seguro madre de alguien."
102738,"@MariaCobain17 Además de no querer evidenciar que tienen sentimientos, no vaya sé que le llamen nenaza"
102539,Una mujer dócil al Espíritu Santo. https://t.co/aU7gTYVVwm
102097,"@gishel_paola @PaveloRockstar @giov_ Las mujeres no deben opinar, no porque varias lo hagan, tu también andes haciéndolo 🤷🏻‍♂️"
102171,@johnmarrero76 Las señoritas no somos lanzadas. Me quedaré sin hacer ni decir nada y que adivine.Mami me educó bien.😂😂😂
102288,X2 hace dos años estoy en busca de trabajo man y nadieeee me da ni para lavar pisos y eso que soy marimacho si me dan de albañil así no sepa nada yo voy trabajo es trabajo https://t.co/LM4cGxBQTI
102245,@Cecilia53621058 @fabirv @HSBC_MX @CondusefMX @julioastillero Como siempre el mansplaining https://t.co/Em7ilSUv2t
103650,"A mis amigos les digo de juntarnos a tomar mates, ninguno responde, aaaaa pero cuando les digo de ir al bingo se me avalanchan las zorras putas"
101375,Es serio que ni los panchitos tengan un tutorial pa entender a las mujeres
102523,No es que Awada sea una estúpida descerebrada (o sí). Pero le inventan notas donde la describen como tal porque es el modelo de mujer dócil y sumisa que los machirulos de derecha esperan para el resto.
101993,Es gracioso pq la mujeres no pueden ser daltonicas jajaja o eso me dijeron en clase de biología https://t.co/U2vf1KngnU
102715,"Y sí bajonea que neta, real, después de tanta supuesta información, de tantas mujeres que hablan, de que hay la posibilidad de leer mujeres de todas partes y distintos contextos, elijan seguir por la vía de siempre: ""Toda mujer necesita un hombre""."
100641,"En #Aragón la brecha salarial roza el 60% en los trabajos menos cualificados, muchos de los cuales son ejercidos por mujeres. A esto se suma la brecha salarial de género, que es del 30%Capitalismo es desigualdadDe nosotras depende acabar con su dominiohttps://t.co/mD6rB4mSII"
101286,"No puede ser que tenga tantos antojos de comer todo, parezco una embarazada deja"
102106,@EuSiso Las mujeres no deberían manejar 😩😩😩👌👌👌 (dijo el carajo que maneja sin autocontrol)
102513,"Y ya se sabe.Mujer al volante, peligro constante. https://t.co/uIsgWoaqmS"
102180,@shakiladybel Pareces el machista de mi abuelo diciendo que a las señoritas no se les habla como a los hombres. IGUALDAD per dios
100618,Para el cargo de las alcaldías del total de personas postuladas solo el 18% fueron mujeres frente a 82% de hombres. Esto se traduce en una brecha de género del más de 60% #ParidadPolítica #21N https://t.co/AO52swmDSd
102296,@pintasiesta bella dama💐 no se te nota qe seas marimacho
102105,@BluRadioCo Asi es. Y las mujeres no deberían opinar sobre la paternidad. Pasarán varias generaciones hasta que se dé el debate sobre la paternidad deseada.
102077,Yo no entiendo las mujeres de hoy en día 🙄 quieren hombres que les den detalles y las tengan como reinas y desde que ven que otro es bien con la jeva están “MUJERES EMPODERADAS” que trabajan y se buscan lo de ella sin esperar que el hombre les de👀 y que e?
